File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001BLE	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			107917589	John Stamatoyannopoulos, UW	07a0b417c2e01afffef772c3a0d0b749	https://www.encodeproject.org/files/ENCFF001BLE/@@download/ENCFF001BLE.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BKQ	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			596679316	John Stamatoyannopoulos, UW	31a7af0e83f8d532c841f946f8702284	https://www.encodeproject.org/files/ENCFF001BKQ/@@download/ENCFF001BKQ.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BKR	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			615511590	John Stamatoyannopoulos, UW	1e94569931606b6b4702e6b33825db45	https://www.encodeproject.org/files/ENCFF001BKR/@@download/ENCFF001BKR.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BKS	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			606833138	John Stamatoyannopoulos, UW	397094ce7fbe2141446483b3d6743280	https://www.encodeproject.org/files/ENCFF001BKS/@@download/ENCFF001BKS.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BKV	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			599745233	John Stamatoyannopoulos, UW	176abc27d96c0d5861f9a353718923b9	https://www.encodeproject.org/files/ENCFF001BKV/@@download/ENCFF001BKV.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BLA	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			600927232	John Stamatoyannopoulos, UW	7cd26b2bf2587d2ebb6b6b62116a103f	https://www.encodeproject.org/files/ENCFF001BLA/@@download/ENCFF001BLA.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BLB	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			611341136	John Stamatoyannopoulos, UW	8692a97109daf5d6b164cf096623deb8	https://www.encodeproject.org/files/ENCFF001BLB/@@download/ENCFF001BLB.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BLC	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			593739284	John Stamatoyannopoulos, UW	65c38edf3324436619d7fbd48463a7b8	https://www.encodeproject.org/files/ENCFF001BLC/@@download/ENCFF001BLC.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF001BLD	fastq	reads	ENCSR000EOD	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	unknown	female	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		paired-ended	1			611940874	John Stamatoyannopoulos, UW	526f37ad0ddaa55db9209c9734918da3	https://www.encodeproject.org/files/ENCFF001BLD/@@download/ENCFF001BLD.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms			missing paired_with
ENCFF000TFM	fastq	reads	ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	immortalized cell line	child	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document		12 year	1	1	36		single-ended				1714988280	Gregory Crawford, Duke	31aebf39dd23dcbb2b09bcc66176f9a9	https://www.encodeproject.org/files/ENCFF000TFM/@@download/ENCFF000TFM.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF000TFS	fastq	reads	ENCSR000ELV	DNase-seq	EFO:0005913	urothelium cell line	immortalized cell line	child	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document		12 year	2	1	50		single-ended				6439775323	Gregory Crawford, Duke	498b3de6794dd451ece28dd81fbf8991	https://www.encodeproject.org/files/ENCFF000TFS/@@download/ENCFF000TFS.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF000TFD	fastq	reads	ENCSR000ELS	DNase-seq	EFO:0001247	T47D	immortalized cell line	adult	female	Homo sapiens	17β-estradiol						DNA		see document	see document		2012-03-28	ENCODE		see document		54 year	1	1	50		single-ended				5770608490	Gregory Crawford, Duke	8c2dde121113f9601b033da84a4037ed	https://www.encodeproject.org/files/ENCFF000TFD/@@download/ENCFF000TFD.fastq.gz				released		biological replicates with identical biosample		
ENCFF000TFG	fastq	reads	ENCSR000ELS	DNase-seq	EFO:0001247	T47D	immortalized cell line	adult	female	Homo sapiens	17β-estradiol						DNA		see document	see document		2012-03-28	ENCODE		see document		54 year	2	1	50		single-ended				6160303357	Gregory Crawford, Duke	731364a933a1eada5410994cb9d58a50	https://www.encodeproject.org/files/ENCFF000TFG/@@download/ENCFF000TFG.fastq.gz				released		biological replicates with identical biosample		
ENCFF000SUT	fastq	reads	ENCSR000EKK	DNase-seq	EFO:0004905	induced pluripotent stem cell	induced pluripotent stem cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-03-28	ENCODE		see document		85 year	1	1	36		single-ended				2295658275	Gregory Crawford, Duke	fd7bdec9c9ac0b1ba64cb11ba7a99e13	https://www.encodeproject.org/files/ENCFF000SUT/@@download/ENCFF000SUT.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF000SUX	fastq	reads	ENCSR000EKK	DNase-seq	EFO:0004905	induced pluripotent stem cell	induced pluripotent stem cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-03-28	ENCODE		see document		85 year	2	1	50		single-ended				5906713707	Gregory Crawford, Duke	ac6f9daa7355ee64582d7dca28001fb7	https://www.encodeproject.org/files/ENCFF000SUX/@@download/ENCFF000SUX.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF000SUY	fastq	reads	ENCSR000EKK	DNase-seq	EFO:0004905	induced pluripotent stem cell	induced pluripotent stem cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-03-28	ENCODE		see document		85 year	3	1	50		single-ended				6111263336	Gregory Crawford, Duke	b5b2ca3848b2a698edb6494b7d9317b1	https://www.encodeproject.org/files/ENCFF000SUY/@@download/ENCFF000SUY.fastq.gz				released	mixed read lengths	biological replicates with identical biosample		
ENCFF196FGZ	fastq	reads	ENCSR406EMB	DNase-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone						DNA					2016-05-05	GGR				58 year	2	1	50		single-ended				976108241	Tim Reddy, Duke	fcb5648fa6b73d5ff0d4f2a8dcad36df	https://www.encodeproject.org/files/ENCFF196FGZ/@@download/ENCFF196FGZ.fastq.gz		HiSeq 2500		released				
ENCFF067CYL	fastq	reads	ENCSR406EMB	DNase-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone						DNA					2016-05-05	GGR				58 year	3	1	51		single-ended				1215634197	Tim Reddy, Duke	e895b1a6b811ac1752e9d460bac5e1c2	https://www.encodeproject.org/files/ENCFF067CYL/@@download/ENCFF067CYL.fastq.gz		HiSeq 2500		released				
ENCFF362IJG	fastq	reads	ENCSR406EMB	DNase-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone						DNA					2016-05-05	GGR				58 year	1	1	50		single-ended				937868964	Tim Reddy, Duke	4737dd7af3055dbafb77f41ccdadfd88	https://www.encodeproject.org/files/ENCFF362IJG/@@download/ENCFF362IJG.fastq.gz		HiSeq 2500		released				
ENCFF189RGG	fastq	reads	ENCSR406EMB	DNase-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone						DNA					2016-05-05	GGR				58 year	5	1	51		single-ended				1123128453	Tim Reddy, Duke	89c6e1a8f455a950b7099aaef55b4d63	https://www.encodeproject.org/files/ENCFF189RGG/@@download/ENCFF189RGG.fastq.gz		HiSeq 2000		released				
ENCFF330CYN	fastq	reads	ENCSR406EMB	DNase-seq	EFO:0001086	A549	immortalized cell line	adult	male	Homo sapiens	dexamethasone						DNA					2016-05-05	GGR				58 year	4	1	51		single-ended				1230205591	Tim Reddy, Duke	40df2abc9320e2af75e3a072a5362fa7	https://www.encodeproject.org/files/ENCFF330CYN/@@download/ENCFF330CYN.fastq.gz		HiSeq 2000		released				
ENCFF002EQQ	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	1	1	36		single-ended				3180034230	John Stamatoyannopoulos, UW	9a036c650c9319fda62c82a0c74a9a18	https://www.encodeproject.org/files/ENCFF002EQQ/@@download/ENCFF002EQQ.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF002EQT	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	1	2	36		paired-ended	2	ENCFF002EQR		9543475174	John Stamatoyannopoulos, UW	43d3c69e2c7f74b1b498adf297862ecf	https://www.encodeproject.org/files/ENCFF002EQT/@@download/ENCFF002EQT.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF002EQS	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	1	1	36		single-ended				246882640	John Stamatoyannopoulos, UW	fb412768e02f88b9d831265553dbd82f	https://www.encodeproject.org/files/ENCFF002EQS/@@download/ENCFF002EQS.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF002EQR	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	1	2	36		paired-ended	1	ENCFF002EQT		9300351896	John Stamatoyannopoulos, UW	d10e1b163200745a838dd2e38b86604c	https://www.encodeproject.org/files/ENCFF002EQR/@@download/ENCFF002EQR.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF063SUY	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	2	1	36		paired-ended	1	ENCFF837YCQ		266763205	John Stamatoyannopoulos, UW	88d3244660d200b431985dc547c82f68	https://www.encodeproject.org/files/ENCFF063SUY/@@download/ENCFF063SUY.fastq.gz		Illumina NextSeq 500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF837YCQ	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	2	1	36		paired-ended	2	ENCFF063SUY		290917745	John Stamatoyannopoulos, UW	aea1aeadccb052512b87e93e831f027d	https://www.encodeproject.org/files/ENCFF837YCQ/@@download/ENCFF837YCQ.fastq.gz		Illumina NextSeq 500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF126QMK	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	2	1	36		paired-ended	1	ENCFF819WML		6058602750	John Stamatoyannopoulos, UW	35d487257e1dc7c7f323509c55bc4d52	https://www.encodeproject.org/files/ENCFF126QMK/@@download/ENCFF126QMK.fastq.gz		Illumina NextSeq 500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF819WML	fastq	reads	ENCSR269SIA	DNase-seq	EFO:0002179	G401	immortalized cell line	child	male	Homo sapiens							DNA					2015-08-18	ENCODE				3 month	2	1	36		paired-ended	2	ENCFF126QMK		6647502548	John Stamatoyannopoulos, UW	9af41249e30ba030c4045e321f6fbb4e	https://www.encodeproject.org/files/ENCFF819WML/@@download/ENCFF819WML.fastq.gz		Illumina NextSeq 500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF311ZPM	fastq	reads	ENCSR863XNX	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	male	Homo sapiens							DNA					2016-05-09	ENCODE				81 day	1	1	36		paired-ended	1	ENCFF603EEP		3566320832	John Stamatoyannopoulos, UW	ff9c96fd799e554251f3d1ef3894dc27	https://www.encodeproject.org/files/ENCFF311ZPM/@@download/ENCFF311ZPM.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms		unreplicated experiment	
ENCFF289KQX	fastq	reads	ENCSR863XNX	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	male	Homo sapiens							DNA					2016-05-09	ENCODE				81 day	1	1	36		paired-ended	2	ENCFF362PNQ		886164980	John Stamatoyannopoulos, UW	2d3272730562d3cf113a9c4859f46a8e	https://www.encodeproject.org/files/ENCFF289KQX/@@download/ENCFF289KQX.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms		unreplicated experiment	
ENCFF362PNQ	fastq	reads	ENCSR863XNX	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	male	Homo sapiens							DNA					2016-05-09	ENCODE				81 day	1	1	36		paired-ended	1	ENCFF289KQX		838294197	John Stamatoyannopoulos, UW	95131e1396f40a4d765534c18c55d7af	https://www.encodeproject.org/files/ENCFF362PNQ/@@download/ENCFF362PNQ.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms		unreplicated experiment	
ENCFF056LLR	fastq	reads	ENCSR863XNX	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	male	Homo sapiens							DNA					2016-05-09	ENCODE				81 day	1	1	36		paired-ended	1	ENCFF434GVX		145157684	John Stamatoyannopoulos, UW	19d000e5df99611fc68c9285e2f24dda	https://www.encodeproject.org/files/ENCFF056LLR/@@download/ENCFF056LLR.fastq.gz		HiSeq 2500		released	inconsistent platforms		unreplicated experiment	
ENCFF434GVX	fastq	reads	ENCSR863XNX	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	male	Homo sapiens							DNA					2016-05-09	ENCODE				81 day	1	1	36		paired-ended	2	ENCFF056LLR		143447771	John Stamatoyannopoulos, UW	9270262aabf630667c8889f3b68f0c5b	https://www.encodeproject.org/files/ENCFF434GVX/@@download/ENCFF434GVX.fastq.gz		HiSeq 2500		released	inconsistent platforms		unreplicated experiment	
ENCFF603EEP	fastq	reads	ENCSR863XNX	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	male	Homo sapiens							DNA					2016-05-09	ENCODE				81 day	1	1	36		paired-ended	2	ENCFF311ZPM		3778215466	John Stamatoyannopoulos, UW	80b1fd50694a5a4c19b920f8c41beba0	https://www.encodeproject.org/files/ENCFF603EEP/@@download/ENCFF603EEP.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms		unreplicated experiment	
ENCFF851KCQ	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				58 day	1	1	36		paired-ended	1	ENCFF952ZOW		64156428	John Stamatoyannopoulos, UW	8f435eec4e5d5daca990a3fae07b0d7c	https://www.encodeproject.org/files/ENCFF851KCQ/@@download/ENCFF851KCQ.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms			
ENCFF655CNK	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				58 day	1	1	36		paired-ended	1	ENCFF173SFX		3163058545	John Stamatoyannopoulos, UW	7b8071ad6c2175bcb3fb126dcd4720d3	https://www.encodeproject.org/files/ENCFF655CNK/@@download/ENCFF655CNK.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF173SFX	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				58 day	1	1	36		paired-ended	2	ENCFF655CNK		3199219535	John Stamatoyannopoulos, UW	1204acf90ca3364d3c73d61ee5adb8e6	https://www.encodeproject.org/files/ENCFF173SFX/@@download/ENCFF173SFX.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF178JCF	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				58 day	1	1	36		paired-ended	2	ENCFF809RQM		658655431	John Stamatoyannopoulos, UW	d05c9f048c114950c540eb57c6ff9716	https://www.encodeproject.org/files/ENCFF178JCF/@@download/ENCFF178JCF.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms			
ENCFF389JQX	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				53 day	2	1	36		paired-ended	1	ENCFF134BWR		66284353	John Stamatoyannopoulos, UW	7e3def41ef5a3d7b1f48d6f07b2f4b62	https://www.encodeproject.org/files/ENCFF389JQX/@@download/ENCFF389JQX.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF588GOG	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				53 day	2	1	36		paired-ended	2	ENCFF975DDZ		1460436329	John Stamatoyannopoulos, UW	8fad5a2162217043f5a7968f69e8b8c4	https://www.encodeproject.org/files/ENCFF588GOG/@@download/ENCFF588GOG.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF975DDZ	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				53 day	2	1	36		paired-ended	1	ENCFF588GOG		1465846619	John Stamatoyannopoulos, UW	e27371b6b22036a7f40a80e37a397eb0	https://www.encodeproject.org/files/ENCFF975DDZ/@@download/ENCFF975DDZ.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF952ZOW	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				58 day	1	1	36		paired-ended	2	ENCFF851KCQ		69076023	John Stamatoyannopoulos, UW	8462d6d72919c6c040c2481294ce36f0	https://www.encodeproject.org/files/ENCFF952ZOW/@@download/ENCFF952ZOW.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms			
ENCFF134BWR	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				53 day	2	1	36		paired-ended	2	ENCFF389JQX		66045297	John Stamatoyannopoulos, UW	841d31b232b063809f2c76f2b2999b34	https://www.encodeproject.org/files/ENCFF134BWR/@@download/ENCFF134BWR.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF781PZB	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				53 day	2	1	36		paired-ended	2	ENCFF985ZNG		4597554643	John Stamatoyannopoulos, UW	4b8c5b1107453295a635c974eff12f38	https://www.encodeproject.org/files/ENCFF781PZB/@@download/ENCFF781PZB.fastq.gz		HiSeq 2500		released	inconsistent platforms			
ENCFF809RQM	fastq	reads	ENCSR435NHO	DNase-seq	UBERON:0012314	embryonic facial prominence	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				58 day	1	1	36		paired-ended	1	ENCFF178JCF		611342363	John Stamatoyannopoulos, UW	89ddeb4024ca0906b9a60fbd1a1debbb	https://www.encodeproject.org/files/ENCFF809RQM/@@download/ENCFF809RQM.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms			
